draw_size,match_num,winner_ht,winner_age,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points,target,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,winner_hand_L,winner_hand_R,winner_hand_U,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,loser_hand_L,loser_hand_R,loser_hand_U
28,6,178.0,29.1,193.0,27.4,67.0,712.0,278.0,161.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,1,188.0,27.2,170.0,22.0,1.0,12770.0,79.0,656.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,294,190.0,28.9,196.0,30.6,2.0,7925.0,8.0,3120.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,7,183.0,30.5,173.0,34.9,283.0,160.0,73.0,677.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,24,206.0,26.9,196.0,24.7,10.0,2710.0,143.0,377.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,25,185.0,28.6,206.0,27.1,73.0,664.0,10.0,2655.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
28,12,190.0,27.0,188.0,26.4,50.0,947.0,62.0,720.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,295,175.0,30.5,178.0,29.0,123.0,466.0,131.0,440.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,296,188.0,20.1,183.0,22.8,11.0,3260.0,8.0,3615.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,284,183.0,31.0,183.0,27.0,41.0,1095.0,65.0,790.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,282,183.0,23.7,183.0,32.3,150.0,395.0,30.0,1280.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,192,188.0,31.0,178.0,34.1,90.0,640.0,115.0,496.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
56,23,185.0,24.3,190.0,22.1,31.0,1305.0,26.0,1450.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
8,296,193.0,24.8,188.0,27.0,12.0,3055.0,8.0,3550.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
4,1,196.0,27.1,180.0,21.7,183.0,258.0,216.0,213.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
48,45,193.0,24.6,193.0,21.9,47.0,953.0,53.0,895.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
96,74,180.0,32.8,188.0,23.8,19.0,1755.0,11.0,3055.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
56,12,183.0,27.8,180.0,25.5,114.0,468.0,103.0,511.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,13,190.0,28.7,185.0,29.5,29.0,1230.0,129.0,430.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
32,291,191.0,24.7,180.0,35.1,121.0,619.0,55.0,1104.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,27,183.0,25.7,198.0,29.8,12.0,2225.0,69.0,715.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,277,180.0,30.2,193.0,30.8,14.0,2760.0,37.0,1495.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,281,198.0,30.7,185.0,20.1,12.0,2695.0,25.0,1390.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
56,9,193.0,23.9,180.0,25.4,18.0,2025.0,111.0,491.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
64,255,185.0,19.9,196.0,21.9,89.0,858.0,72.0,970.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,4,196.0,22.3,178.0,31.9,14.0,2225.0,41.0,950.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,109,193.0,26.0,193.0,21.9,5.0,4910.0,48.0,972.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
28,10,180.0,28.4,183.0,29.5,71.0,736.0,36.0,1110.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,53,185.0,26.9,196.0,27.6,5.0,6895.0,6.0,4520.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
32,272,203.0,28.6,185.0,23.9,156.0,376.0,116.0,503.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
128,308,196.0,25.1,196.0,30.4,14.0,2410.0,7.0,3900.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,300,183.0,20.4,193.0,21.7,34.0,1285.0,32.0,1320.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,296,183.0,32.3,178.0,25.5,39.0,1296.0,209.0,275.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
128,132,198.0,29.8,183.0,32.6,21.0,2095.0,39.0,1110.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,14,183.0,28.6,198.0,20.6,155.0,345.0,77.0,669.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,271,193.0,26.5,183.0,22.9,109.0,520.0,81.0,645.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
128,131,198.0,22.7,185.0,27.3,7.0,3345.0,77.0,710.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
128,160,185.0,35.5,188.0,23.5,81.0,807.0,40.0,1318.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
32,9,198.0,24.7,178.0,29.2,55.0,795.0,50.0,830.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
128,197,190.0,34.4,188.0,25.2,51.0,919.0,81.0,691.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,22,180.0,22.1,183.0,23.0,46.0,953.0,63.0,815.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,19,196.0,23.6,198.0,23.3,118.0,468.0,22.0,1450.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,1223,183.0,20.4,196.0,23.1,63.0,810.0,31.0,1320.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,289,193.0,27.0,188.0,39.0,48.0,908.0,455.0,85.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,295,188.0,28.6,188.0,23.6,34.0,1235.0,16.0,1985.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,49,185.0,27.9,196.0,28.6,1.0,12900.0,6.0,4780.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
28,18,198.0,28.7,185.0,28.7,43.0,920.0,71.0,678.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32,273,185.0,25.2,183.0,24.9,52.0,940.0,106.0,531.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,280,185.0,33.0,183.0,23.9,50.0,904.0,202.0,269.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,47,188.0,27.9,183.0,31.8,8.0,3695.0,36.0,1075.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
32,287,185.0,35.8,185.0,25.5,93.0,575.0,96.0,566.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,20,183.0,30.3,196.0,24.3,78.0,598.0,21.0,1680.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,256,191.0,25.3,185.0,28.5,47.0,1030.0,32.0,1395.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
56,16,198.0,27.0,175.0,24.0,12.0,2350.0,227.0,217.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,102,188.0,30.6,198.0,22.2,52.0,929.0,101.0,550.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
128,49,183.0,30.1,190.0,27.9,9.0,3845.0,81.0,647.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,290,203.0,35.1,191.0,25.1,113.0,708.0,167.0,431.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4,1,183.0,22.4,186.4135888205448,19.2,242.0,196.0,938.0,13.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,277,183.0,27.6,185.0,32.0,49.0,845.0,123.0,486.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
28,7,193.0,23.3,180.0,29.3,84.0,631.0,44.0,930.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,35,188.0,23.8,183.0,30.3,48.0,880.0,20.0,1690.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
56,34,196.0,24.7,183.0,27.4,9.0,2770.0,23.0,1510.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,283,196.0,29.5,185.0,35.4,225.0,233.0,141.0,414.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,2,185.0,18.8,193.0,31.3,19.0,2061.0,261.0,204.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
32,1,185.0,32.9,175.0,31.2,60.0,770.0,4.0,7220.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,298,183.0,21.8,180.0,30.0,23.0,1860.0,16.0,2555.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,22,193.0,26.3,188.0,34.7,99.0,555.0,21.0,1681.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,276,188.0,30.1,185.0,22.8,137.0,431.0,276.0,183.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
48,8,196.0,24.1,168.0,30.5,71.0,698.0,78.0,669.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,2,172.0,30.3,186.4135888205448,23.6,193.0,276.0,915.0,13.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
64,134,183.0,28.3,183.0,34.6,17.0,1970.0,41.0,1110.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,38,188.0,23.8,183.0,19.4,124.0,465.0,79.0,655.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,103,191.0,26.6,198.0,34.2,26.0,1860.0,110.0,685.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
48,40,188.0,35.2,183.0,30.4,11.0,2605.0,46.0,895.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,263,188.0,20.4,190.0,31.0,33.0,1378.0,44.0,1120.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,290,185.0,31.6,198.0,27.6,144.0,491.0,69.0,988.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
96,32,188.0,24.8,185.0,28.3,78.0,672.0,70.0,725.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
28,17,203.0,25.4,183.0,26.3,32.0,1190.0,59.0,805.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,275,188.0,29.9,188.0,34.1,17.0,2598.0,53.0,1168.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,7,180.0,32.1,183.0,27.2,100.0,539.0,39.0,1050.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
128,137,196.0,31.4,175.0,31.1,116.0,520.0,62.0,781.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
48,15,180.0,27.2,183.0,26.5,93.0,565.0,52.0,836.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,27,188.0,25.7,188.0,27.5,13.0,2345.0,33.0,1275.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,286,178.0,27.3,183.0,29.4,9.0,3560.0,88.0,610.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,24,190.0,32.4,193.0,23.6,25.0,1350.0,108.0,539.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,238,190.0,28.8,188.0,29.5,2.0,8370.0,76.0,702.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,289,185.0,34.5,185.0,24.2,60.0,854.0,165.0,331.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,108,198.0,23.3,183.0,37.5,13.0,2625.0,106.0,531.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
32,284,185.0,27.5,193.0,26.2,142.0,540.0,233.0,278.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,273,206.0,31.1,198.0,27.7,17.0,2100.0,166.0,320.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,8,194.0,26.7,183.0,24.3,122.0,447.0,54.0,842.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,123,196.0,28.0,193.0,23.7,17.0,1900.0,52.0,920.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
128,31,196.0,24.9,188.0,30.9,130.0,413.0,97.0,558.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
64,258,193.0,29.6,203.0,29.9,15.0,2460.0,19.0,1840.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
56,32,193.0,26.7,188.0,23.4,5.0,5235.0,60.0,830.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,1,188.0,29.8,180.0,24.8,33.0,1245.0,40.0,1080.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
28,17,193.0,32.0,193.0,24.9,53.0,880.0,52.0,895.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
28,4,178.0,23.1,173.0,28.1,86.0,615.0,303.0,136.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,7,185.0,25.8,188.0,20.2,49.0,902.0,214.0,224.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,15,175.0,29.8,185.0,23.2,24.0,1610.0,33.0,1210.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,202,183.0,33.5,185.0,28.3,69.0,879.0,15.0,2553.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
128,41,183.0,26.1,180.0,27.7,14.0,1920.0,179.0,302.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,176,178.0,27.5,193.0,31.4,9.0,3830.0,122.0,461.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2,1,183.0,25.6,180.0,30.6,171.0,401.0,264.0,211.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,5,180.0,28.2,183.0,27.7,9.0,3185.0,18.0,1860.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,31,190.0,31.4,183.0,28.2,240.0,198.0,10.0,2810.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,16,190.0,23.8,196.0,23.1,72.0,651.0,47.0,880.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,203,185.0,19.0,196.0,21.8,6.0,4648.0,30.0,1326.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
48,20,206.0,26.5,180.0,30.1,25.0,1450.0,68.0,706.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,195,198.0,23.3,188.0,21.1,86.0,640.0,35.0,1200.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,278,188.0,20.1,211.0,24.1,11.0,3260.0,27.0,1891.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,121,185.0,24.2,188.0,26.7,1.0,10745.0,8.0,3330.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
56,2,188.0,26.0,183.0,29.6,44.0,902.0,49.0,835.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
96,22,188.0,23.2,185.0,25.5,44.0,1016.0,61.0,844.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,109,193.0,25.8,188.0,22.4,6.0,4755.0,24.0,1652.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
32,288,185.0,34.6,183.0,30.2,63.0,824.0,33.0,1285.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
128,9,185.0,21.8,185.0,28.7,79.0,660.0,12.0,2430.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
128,109,185.0,23.7,170.0,25.3,87.0,810.0,58.0,1062.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
48,15,180.0,25.3,190.0,33.7,87.0,628.0,70.0,718.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,289,172.0,25.3,183.0,32.2,55.0,891.0,122.0,475.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,3,190.0,27.3,193.0,23.3,38.0,1098.0,181.0,297.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,1,183.0,31.8,188.0,24.1,67.0,816.0,200.0,257.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4,4,188.0,21.2,185.0,18.7,47.0,1036.0,48.0,1031.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,2,183.0,23.5,180.0,31.7,22.0,1745.0,62.0,770.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,6,190.0,25.1,188.0,26.6,26.0,1361.0,36.0,1120.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,16,188.0,24.4,173.0,30.1,98.0,581.0,217.0,240.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,277,185.0,33.1,193.0,19.3,53.0,883.0,136.0,426.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,15,183.0,27.1,186.4135888205448,27.8,91.0,563.0,429.0,85.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,61,183.0,26.0,185.0,31.4,30.0,1295.0,102.0,509.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
64,255,185.0,34.1,183.0,21.6,50.0,985.0,143.0,383.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,175,183.0,28.3,190.0,25.9,17.0,2040.0,43.0,1015.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
64,273,198.0,29.6,193.0,19.7,6.0,4540.0,43.0,1162.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
64,282,193.0,30.2,180.0,29.9,105.0,682.0,14.0,2555.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,189,196.0,27.6,178.0,29.6,47.0,960.0,48.0,945.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,283,190.0,33.7,196.0,28.1,134.0,410.0,44.0,960.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
48,10,188.0,24.7,188.0,31.1,48.0,830.0,36.0,1085.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
32,297,183.0,23.1,188.0,31.2,30.0,1336.0,15.0,2360.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,17,185.0,27.0,183.0,28.8,76.0,670.0,13.0,2205.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,1,190.0,24.0,188.0,25.5,152.0,366.0,174.0,296.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4,1,175.0,25.6,186.4135888205448,22.7,649.0,34.0,1041.0,7.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,290,185.0,20.6,191.0,26.0,168.0,318.0,99.0,539.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,289,185.0,19.4,188.0,24.3,25.0,1703.0,103.0,548.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,277,183.0,23.1,188.0,26.7,35.0,1130.0,25.0,1455.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,2,185.0,25.2,193.0,27.0,49.0,847.0,109.0,503.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
128,123,193.0,30.7,196.0,32.4,16.0,2365.0,76.0,685.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,291,188.0,31.7,191.0,23.7,55.0,895.0,114.0,514.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,288,198.0,25.4,183.0,29.7,31.0,1718.0,52.0,1139.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,299,185.0,29.9,196.0,26.5,22.0,2016.0,61.0,1042.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,283,178.0,31.5,196.0,24.1,67.0,1003.0,39.0,1611.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,282,190.0,34.3,188.0,23.2,113.0,706.0,26.0,2045.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,10,180.0,32.4,183.0,20.1,21.0,1715.0,263.0,181.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,126,190.0,22.6,198.0,21.3,4.0,6780.0,14.0,2430.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,271,183.0,28.5,196.0,18.4,127.0,456.0,621.0,43.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,252,211.0,23.9,178.0,22.3,23.0,2341.0,90.0,848.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
48,27,198.0,29.0,196.0,23.1,54.0,870.0,75.0,678.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,221,185.0,34.9,170.0,28.7,3.0,9630.0,10.0,3465.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
28,3,193.0,23.9,185.0,25.5,181.0,281.0,50.0,877.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,286,170.0,28.1,196.0,27.2,9.0,3180.0,141.0,448.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,300,188.0,27.4,188.0,23.3,63.0,814.0,93.0,616.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,3,183.0,27.0,180.0,26.4,42.0,945.0,36.0,1115.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,23,188.0,24.5,188.0,30.8,60.0,767.0,30.0,1275.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
128,117,180.0,26.0,196.0,22.3,72.0,785.0,57.0,909.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
28,13,185.0,28.7,178.0,22.5,4.0,5425.0,146.0,363.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4,2,188.0,21.5,193.0,19.3,744.0,29.0,323.0,143.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
32,285,193.0,23.2,188.0,30.4,3.0,7930.0,22.0,2151.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,14,193.0,18.7,178.0,32.5,183.0,277.0,81.0,640.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,20,193.0,18.9,180.0,23.3,58.0,785.0,130.0,426.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,5,175.0,23.6,180.0,30.5,149.0,361.0,111.0,505.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,112,188.0,26.6,191.0,23.5,29.0,1344.0,141.0,443.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
16,263,175.0,31.6,185.0,22.7,25.0,1942.0,14.0,2475.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,11,193.0,24.3,185.0,28.8,66.0,719.0,69.0,707.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
128,139,178.0,32.6,211.0,22.3,12.0,2310.0,38.0,1227.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
56,12,203.0,26.3,185.0,31.2,38.0,985.0,37.0,1037.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
32,280,178.0,26.5,196.0,28.9,56.0,1114.0,105.0,744.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,17,193.0,26.4,188.0,29.5,4.0,5785.0,48.0,945.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,240,188.0,22.3,196.0,21.6,26.0,1630.0,93.0,597.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,295,188.0,24.5,185.0,20.9,29.0,1349.0,56.0,824.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,276,175.0,35.6,183.0,20.2,125.0,472.0,155.0,365.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,19,188.0,31.8,185.0,22.4,29.0,1325.0,82.0,634.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,28,183.0,25.9,183.0,29.8,31.0,1250.0,110.0,485.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
32,5,185.0,29.5,185.0,31.2,107.0,506.0,14.0,2445.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,21,196.0,25.7,180.0,28.8,69.0,697.0,10.0,3000.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,274,188.0,23.4,188.0,29.1,8.0,5101.0,40.0,1462.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
28,3,183.0,19.7,168.0,31.0,94.0,596.0,50.0,867.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,273,185.0,25.5,180.0,28.9,96.0,566.0,36.0,1231.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,298,198.0,19.0,185.0,27.1,48.0,930.0,28.0,1335.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,275,191.0,29.4,196.0,22.0,101.0,535.0,57.0,817.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,15,188.0,31.2,188.0,31.7,31.0,1225.0,26.0,1405.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
28,8,185.0,30.9,175.0,31.5,60.0,815.0,94.0,564.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,5,185.0,31.2,193.0,26.6,122.0,434.0,113.0,494.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
64,264,175.0,30.9,188.0,34.2,26.0,2140.0,51.0,1190.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
64,299,196.0,30.2,188.0,29.6,30.0,1403.0,82.0,670.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,251,183.0,27.5,185.0,22.9,142.0,538.0,116.0,698.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
128,54,183.0,28.7,180.0,26.0,132.0,445.0,129.0,448.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
28,19,180.0,33.3,183.0,30.2,27.0,1315.0,52.0,882.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,18,180.0,30.3,188.0,24.3,42.0,1005.0,39.0,1040.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
56,22,198.0,22.5,183.0,29.5,22.0,1495.0,76.0,668.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,130,183.0,24.3,183.0,28.1,120.0,509.0,54.0,826.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
32,28,190.0,27.7,178.0,22.7,56.0,759.0,57.0,755.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,10,183.0,30.4,186.4135888205448,29.6,43.0,920.0,605.0,41.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
